Station,Measurement,Messgrösse,Messwert,Einheit,Retrieved
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:02:02.038681Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:02:02.038681Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:03:01.439577Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:03:01.439577Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:03:01.502990Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:03:01.502990Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:03:01.502990Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:03:01.502990Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:03:01.502990Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:04:01.886192Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:04:01.886192Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:04:01.950800Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:04:01.950800Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:04:01.950800Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:04:01.950800Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:04:01.950800Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:05:01.308117Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:05:01.308117Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:05:01.372557Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:05:01.372557Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:05:01.372557Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:05:01.372557Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:05:01.372557Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:06:01.722942Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:06:01.722942Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:06:01.784371Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:06:01.784371Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:06:01.784371Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:06:01.784371Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:06:01.784371Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:07:02.286898Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:07:02.286898Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:07:02.376649Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:07:02.376649Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:07:02.376649Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:07:02.376649Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:07:02.376649Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:08:02.068749Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:08:02.068749Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:08:02.148372Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:08:02.148372Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:08:02.148372Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:08:02.148372Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:08:02.148372Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:09:02.114175Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:09:02.114175Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:09:02.183513Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:09:02.183513Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:09:02.183513Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:09:02.183513Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:09:02.183513Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:10:02.079413Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:10:02.079413Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:10:02.148717Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:10:02.148717Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:10:02.148717Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:10:02.148717Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:10:02.148717Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:11:02.035938Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:11:02.035938Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:11:02.127226Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:11:02.127226Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:11:02.127226Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:11:02.127226Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:11:02.127226Z
Bunthaus,06.10.2025 06:10,Chlorophyll (gesamt),49.0,µg/l,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 06:10,Chlorophyll Kieselalgen,20.7,µg/l,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 06:10,Chlorophyll Grünalgen,21.9,µg/l,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 06:50,Sauerstoffsättigung,88.9,%,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 07:00,Trübung,15.1,FNU,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 07:00,Wassertemperatur,13.2,°C,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-10-06T10:12:01.967203Z
Bunthaus,06.10.2025 07:00,pH-Wert,8.4,ohne,2025-10-06T10:12:01.967203Z
Blankenese,06.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-06T10:12:02.033577Z
Blankenese,06.10.2025 07:00,Trübung,70.0,FNU,2025-10-06T10:12:02.033577Z
Blankenese,06.10.2025 07:00,Sauerstoffkonzentration,7.0,mg/l,2025-10-06T10:12:02.033577Z
Blankenese,06.10.2025 07:00,Wassertemperatur,14.6,°C,2025-10-06T10:12:02.033577Z
Blankenese,06.10.2025 07:00,Sauerstoffsättigung,70.0,%,2025-10-06T10:12:02.033577Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:29:02.007818Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:29:02.007818Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:29:02.085764Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:29:02.085764Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:29:02.085764Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:29:02.085764Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:29:02.085764Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:38:24.188597Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:38:24.188597Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:38:24.245252Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:38:24.245252Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:38:24.245252Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:38:24.245252Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:38:24.245252Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:39:01.719427Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:39:01.719427Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:39:01.797641Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:39:01.797641Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:39:01.797641Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:39:01.797641Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:39:01.797641Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:40:02.319923Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:40:02.319923Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:40:02.402320Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:40:02.402320Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:40:02.402320Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:40:02.402320Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:40:02.402320Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:41:01.756191Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:41:01.756191Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:41:01.818476Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:41:01.818476Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:41:01.818476Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:41:01.818476Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:41:01.818476Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:42:01.199480Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:42:01.199480Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:42:01.261941Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:42:01.261941Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:42:01.261941Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:42:01.261941Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:42:01.261941Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:43:01.717756Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:43:01.717756Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:43:01.801674Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:43:01.801674Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:43:01.801674Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:43:01.801674Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:43:01.801674Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:44:02.350582Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:44:02.350582Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:44:02.416497Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:44:02.416497Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:44:02.416497Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:44:02.416497Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:44:02.416497Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:45:02.003403Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:45:02.003403Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:45:02.089895Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:45:02.089895Z
Blankenese,06.10.2025 12:00,Sauerstoffkonzentration,6.8,mg/l,2025-10-06T10:45:02.089895Z
Blankenese,06.10.2025 12:00,Sauerstoffsättigung,67.0,%,2025-10-06T10:45:02.089895Z
Blankenese,06.10.2025 12:00,Trübung,33.1,FNU,2025-10-06T10:45:02.089895Z
Bunthaus,06.10.2025 11:40,Chlorophyll Kieselalgen,38.8,µg/l,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 11:40,Chlorophyll Grünalgen,31.8,µg/l,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 11:40,Chlorophyll (gesamt),76.0,µg/l,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 11:50,Trübung,15.2,FNU,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 11:50,Sauerstoffsättigung,98.9,%,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 12:00,Wassertemperatur,12.6,°C,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 12:00,pH-Wert,8.4,ohne,2025-10-06T10:46:01.510115Z
Bunthaus,06.10.2025 12:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-06T10:46:01.510115Z
Blankenese,06.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-06T10:46:01.587853Z
Blankenese,06.10.2025 12:00,Wassertemperatur,14.4,°C,2025-10-06T10:46:01.587853Z
